netflix_id,title,image,rating,url,content_type,show_type,season_number,year,tv_rating,description,genre,cast,director,duration,language,Awards,updated_db,item_category
81176696,Jexi (2019),,6.0/10,https://www.netflix.com/title/81176696,,,,,,"Forced to upgrade his phone, Phil finds his new device comes with a tough-love virtual assistant set on improving his life, whether he wants to or not.","Comedy, Romance, Sci-Fi","Adam Devine, Alexandra Shipp, Rose Byrne","Jon Lucas, Scott Moore","84 min / 1h 24m
",English,1 nomination,"Jan 25, 2023",What’s New on Netflix
81176966,KAKEGURUI TWIN (),,"8.0/10
",https://www.netflix.com/title/81176966,Recommended,,,,,"Determined to climb up the social ladder, Mary Saotome invests everything she has into what her elite high school values most: high stakes gambling.","Animation, Drama, Mystery","Amber Lee Connors, Landon McDonald, Aoi Koga",,"28 mins
",Japanese,,"Jan 25, 2023",What’s New on Netflix
81177374,F3: Fun and Frustration (2022),,"5.6/10
",https://www.netflix.com/title/81177374,,,,,,An unlikely group of money-hungry scammers are thrust into a farcical roller coaster of events when a wealthy industrialist enters their lives.,"Comedy, Family, Romance","Tamannaah Bhatia, Pooja Hegde, Venkatesh Daggubati",Anil Ravipudi,"148 min / 2h 28m
",Telugu,,"Jan 25, 2023",What’s New on Netflix
81177634,Lookism (Season 1),,,https://www.netflix.com/title/81177634,Netflix Original Anime,,,,,"In a society that favors good looks, a high school outcast leads a double life switching between his two bodies that are polar opposites in appearance.","Animation, Drama, Romance","Shim Kyu-hyuck, Han Shin, Ryu Seung-gone, Jeong Jae-heon, Nam Doh-hyeong, Hwang Chang-yung",,"25 mins
",Korean,,"Jan 25, 2023",What’s New on Netflix
81178299,The Gentlemen (2019),,"7.8/10
",https://www.netflix.com/title/81178299,,,,,,"Making moves to sell his valuable UK cannabis empire, an American kingpin sets off a series of plots, schemes and barefaced plays for his business.","Action, Comedy, Crime","Matthew McConaughey, Charlie Hunnam, Michelle Dockery",Guy Ritchie,"113 min / 1h 53m
",English,1 win & 4 nominations,"Jan 25, 2023",What’s New on Netflix
81178688,Santo (Season 1),,,https://www.netflix.com/title/81178688,Netflix Original,,,,,Two cops on opposite sides of the Atlantic engage in a desperate hunt for a vicious international drug dealer whose face has never been revealed.,"Action, Crime, Drama","Bruno Gagliasso, Raúl Arévalo, Victória Guerra, Greta Fernández, Luiz Felipe Lucas, Núria Prims",,"48 mins
",Spanish,,"Jan 25, 2023",What’s New on Netflix
81178839,The Wretched (2019),,5.8/10,https://www.netflix.com/title/81178839,Recommended,,,,,"A teen is pulled into a horrifying fight against evil when he finds an ancient, sinister spirit has targeted the family of a little boy next door.","Horror, Mystery","John-Paul Howard, Piper Curda, Jamison Jones","Brett Pierce, Drew T. Pierce","95 min / 1h 35m
",English,4 wins & 5 nominations,"Jan 25, 2023",What’s New on Netflix
81179064,Never Stop Dreaming: The Life and Legacy of Shimon Peres (2018),,,https://www.netflix.com/title/81179064,Netflix Original Documentary,,,,,"In politics, most pursue power. He pursued peace. Shimon Peres's influence and integrity were instrumental in the founding and preservation of Israel.",Documentary,"George W. Bush, George Clooney, Barack Obama",Richard Trank,"129 min / 2h 9m
",English,,"Jan 25, 2023",What’s New on Netflix
81180562,For Jojo (2022),,"4.6/10
",https://www.netflix.com/title/81180562,Netflix Original,,,,,"When her best friend Jojo falls in love and moves on from their wild dating adventures in Berlin, Paula does everything she can to sabotage her wedding.",Drama,"Caro Cult, Nina Gummich, Steven Sowah",Barbara Ott,"90 min / 1h 30m
",German,,"Jan 25, 2023",What’s New on Netflix
81180830,'83 (2021),,"3.2/10
",https://www.netflix.com/title/81180830,Netflix Original,,,,,"Jeff looks back on simpler times as he talks aging, texting and ""sex education,"" then shares one wild story from the Blue Collar Comedy Tour.","Stand-up, Comedy",Jeff Foxworthy,Ryan Polito,"60 mins / 1h 0m
",English,1 nomination,"Jan 25, 2023",What’s New on Netflix
81180964,Fabulous Lives of Bollywood Wives (Season 2),,"4.7/10
",https://www.netflix.com/title/81180964,Netflix Original,,,,,"Cameras follow the banter and bonding between four fun-loving women from Bollywood's inner circle as they juggle professions, family and friendship.","Documentary, Reality-TV, Romance","Neelam Kothari, Maheep Kapoor, Seema Khan",,"32 mins
",Hindi,,"Jan 25, 2023",What’s New on Netflix
81183491,Jamtara - Sabka Number Ayega (Season 2 ),,"7.3/10
",https://www.netflix.com/title/81183491,Netflix Original,,,,,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme -- and a cop wants to fight it.",Crime,"Amit Sial, Sparsh Srivastav, Monika Panwar",,"1 min
",Hindi,2 wins & 3 nominations,"Jan 25, 2023",What’s New on Netflix
81183494,She (Season 2),,"6.5/10
",https://www.netflix.com/title/81183494,Netflix Original,,,,,An undercover assignment to expose a drug ring becomes a timid Mumbai constable's road to empowerment as she realizes her dormant sexuality's potential.,"Crime, Drama","Aditi Sudhir Pohankar, Vishwas Kini, Shivani Rangole",,"36 min
",Hindi,,"Jan 25, 2023",What’s New on Netflix
81183924,Dragon Age: Absolution (Season 1),,"7.9/10
",https://www.netflix.com/title/81183924,Netflix Original Anime,,,,,"With great power at stake, a group of misfits must work together to steal an artifact from a sinister mage. Based on BioWare's video game franchise.","Animation, Action, Adventure","Kimberly Brooks, Matthew Mercer, Phil LaMarr, Ashly Burch, Sumalee Montano, Keston John
",,,English,,"Jan 25, 2023",What’s New on Netflix
81186049,Day Shift (2022),,6.5/10,https://www.netflix.com/title/81186049,Netflix Original,,,,,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.,"Action, Comedy, Fantasy","Jamie Foxx, Dave Franco, Snoop Dogg",J.J. Perry,"113 mins / 1h 53m
",English,,"Jan 25, 2023",What’s New on Netflix
81186240,The Bombardment (2021),,"7.4/10
",https://www.netflix.com/title/81186240,Recommended,,,,,The fates of several Copenhagen residents collide when a WWII bombing mission accidentally targets a school full of children. Based on true events.,"Drama, History, War","Alex Høgh Andersen, Danica Curcic, Susse Wold",Ole Bornedal,"107 min / 1h 47m
",Danish,2 wins & 9 nominations,"Jan 25, 2023",What’s New on Netflix
81186296,The Playlist (Season 1),,"7.4/10
",https://www.netflix.com/title/81186296,Recommended,,,,,"In this fictionalized account, a Swedish tech entrepreneur and his partners set out to revolutionize the music industry with a legal streaming platform.","Biography, Drama","Edvin Endre, Christian Hillborg, Ulf Stenberg, Joel Lützow, Janice Kamya Kavander, Gizem Erdogan",,"50 mins
",Swedish,,"Jan 25, 2023",What’s New on Netflix
81189100,The Girls at the Back (Season 1),,"7.9/10
",https://www.netflix.com/title/81189100,Netflix Original,,,,,"In this moving comedy, five friends plan a series of chaotic bucket-list challenges for their annual vacation after one of them learns she has cancer.","Comedy, Drama","Javier Rey, Maria Rodríguez Soto, Itsaso Arana",,"45 mins
",Spanish,,"Jan 25, 2023",What’s New on Netflix
81190041,Life After Death with Tyler Henry (Season 1),,,https://www.netflix.com/title/81190041,Netflix Original Documentary,,,,,Clairvoyant medium Tyler Henry offers clarity and closure from the beyond while searching through his own family's past in an intimate reality series.,"Docuseries, Reality",Tyler Henry,,"44 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81191666,The Bling Lagosians (2019),,"6.4/10
",https://www.netflix.com/title/81191666,,,,,,"With a matriarch bent on having a lavish 51st birthday party, her family's debt is on the verge of exposure, threatening their business -- and legacy.",Drama,"Gbenga Titiloye, Elvina Ibru, Osas Ighodaro",Bolanle Austen-Peters,"97 min / 1h 37m
",Yoruba,,"Jan 25, 2023",What’s New on Netflix
81191979,Team Zenko Go (Season 2),,"7.8/10
",https://www.netflix.com/title/81191979,Netflix Original,,,,,"No good deed is too small for this kind kid squad! Niah, Ari, Ellie and Jax go undercover to help others and squash their town's problems in secret!","Animation, Family","Tabitha St. Germain, Dominic Mariche, Nakai Takawira",,,English,1 nomination,"Jan 25, 2023",What’s New on Netflix
81192249,Christina P: Mom Genes (2022),,,https://www.netflix.com/title/81192249,Netflix Original,,,,,"Comedian Christina P examines the joys and drags of parenting, partnering and more through a no-nonsense Gen-X lens in this special.","Comedy, Stand-up",Christina Pazsitzky,Ryan Polito,"62 mins / 1h 2m
",English,,"Jan 25, 2023",What’s New on Netflix
81193105,Yuri Marcal: Honest Mistake (2022),,,https://www.netflix.com/title/81193105,Netflix Original,,,,,"From sharing his unique views on family, race and religion to detailing an online rift that blew up, Brazilian comedian Yuri Marcal isn't holding back.","Stand-up, Comedy",Yuri Marçal,"Fabio Ock, Riccardo Melchiades","53 mins
",Portuguese,,"Jan 25, 2023",What’s New on Netflix
81194110,Tall Girl 2 (2022),,"5.0/10
",https://www.netflix.com/title/81194110,Netflix Original,,,,,"Landing the lead in the school musical is a dream come true for Jodi, until the pressure sends her confidence -- and her relationship -- into a tailspin.","Comedy, Drama, Family","Ava Michelle, Griffin Gluck, Sabrina Carpenter",Emily Ting,"97 min / 1h 37m
",English,,"Jan 25, 2023",What’s New on Netflix
81195982,Drive Hard: The Maloof Way (Season 1),,,https://www.netflix.com/title/81195982,Netflix Original,,,,,"The Maloofs, a lovable family of gearheads and stunt drivers, use their passion and skill to build car engines and perform wild feats behind the wheel.",Reality-TV,Sammy Maloof,,"34 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81196539,Polly Pocket (Season 5),,"5.9/10
",https://www.netflix.com/title/81196539,,,,,,"After uncovering a magical locket that allows her to shrink in size, Polly and her friends set out on big adventures with petite power.","Animation, Adventure, Comedy","Emily Tennant, Shannon Chan-Kent, Kazumi Evans",,"22 min
",English,1 nomination,"Jan 25, 2023",What’s New on Netflix
81197473,Eternally Confused and Eager for Love (Season 1),,"6.5/10
",https://www.netflix.com/title/81197473,Netflix Original,,,,,"Often (mis)guided by a cheeky imaginary wizard, an awkward and lonely 20-something struggles to get out of his own way in his quest for a girlfriend.","Romantic, Comedy","Vihaan Samat, Jim Sarbh, Rahul Bose, Suchitra Pillai, Dalai, Ankur Rathee",,"24 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81198239,Meltdown: Three Mile Island (Limited Series),,,https://www.netflix.com/title/81198239,Netflix Original Documentary,,,,,"Insiders recount the events, controversies and lingering effects of the accident at the Three Mile Island nuclear power plant in Pennsylvania.","Documentary, Historical
",,,,English,,"Jan 25, 2023",What’s New on Netflix
81198933,Morbius (2022),,5.2/10,https://www.netflix.com/title/81198933,Recommended,,,,,A biochemist with a rare blood disease in search of a cure injects himself with a dangerous serum that gives him super strength and a thirst for blood.,"Action, Adventure, Horror","Jared Leto, Matt Smith, Adria Arjona",Daniel Espinosa,"104 min / 1h 44m
",English,,"Jan 25, 2023",What’s New on Netflix
81199140,Uncharted (2022),,6.4/10,https://www.netflix.com/title/81199140,Recommended,,,,,Street-smart treasure hunter Nathan Drake and his renegade mentor Sully set out on a dangerous adventure across the globe to find Magellan's lost gold.,"Action, Adventure","Tom Holland, Mark Wahlberg, Antonio Banderas",Ruben Fleischer,"116 min / 1h 56m
",English,,"Jan 25, 2023",What’s New on Netflix
81200720,Jogi (2022),,"8.9/10
",https://www.netflix.com/title/81200720,Netflix Original,,,,,"Amid tension in 1980s India, three friends of different faiths unite in a noble yet dangerous effort to save hundreds in their town.",Drama,"Diljit Dosanjh, Amyra Dastur, Mohd. Zeeshan Ayyub",Ali Abbas Zafar,"116 mins / 1h 56m
",Hindi,,"Jan 25, 2023",What’s New on Netflix
81201048,Rabbids Invasion Special: Mission to Mars (2022),,,https://www.netflix.com/title/81201048,Netflix Original,,,,,"They could have sent robots. Instead, they sent Rabbids. Join this unlikely team on a madcap mission to Mars where absolutely nothing goes as planned.","Animation, Kids",Damien Laquet,Franz Kirchner,"70 mins / 1h 10m
",English,,"Jan 25, 2023",What’s New on Netflix
81203364,Fanatico (Season 1),,,https://www.netflix.com/title/81203364,Netflix Original,,,,,"When a trap artist's biggest fan tries to take over his idol's persona, he finds out that being a superstar isn't as easy as it looks.","Drama, Music","Lorenzo Ferro, Dollar Selmouni, Carlota Urdiales, Fernando Valdivielso, Eva Almeida",Roger Gual,"21 mins
",Spanish,,"Jan 25, 2023",What’s New on Netflix
81203371,Johnny Hallyday: Beyond Rock (Season 1),,"
",https://www.netflix.com/title/81203371,Netflix Original Documentary,,,,,Johnny Hallyday in his own words. This intimate docuseries explores the life and career of France's rock icon through archival film and interviews.,"Documentary, Music","Johnny Hallyday
","Alexandre Danchin, Jonathan Gallaud",,French,,"Jan 25, 2023",What’s New on Netflix
81203755,Vice (2018),,7.2/10,https://www.netflix.com/title/81203755,Recommended,,,,,"With his formidable wife Lynne by his side, Dick Cheney gains power and shrewdly manipulates the U.S. vice presidency with explosive global consequences.","Biography, Comedy, Drama","Christian Bale, Amy Adams, Steve Carell",Adam McKay,"132 min / 2h 12m
",English,Won 1 Oscar. 35 wins & 139 nominations total,"Jan 25, 2023",What’s New on Netflix
81205314,Loving Adults (2022),,,https://www.netflix.com/title/81205314,Netflix Original,,,,,The thin line between love and hate turns deadly when a wife discovers her husband's affair -- and they both take extreme measures to get what they want.,"Crime, Drama, Thriller","Dar Salim, Mikael Birkkjær, Sonja Richter",Barbara Topsøe-Rothenborg,"104 min / 1h 44m
",Danish,,"Jan 25, 2023",What’s New on Netflix
81205316,Soil (Season 1),,"7.6/10
",https://www.netflix.com/title/81205316,Netflix Original,,,,,"To revamp the family business, a young entrepreneur sets up a bold yet risky plan of importing soil from Morocco to bury his community's deceased.","Drama, Comedy","Yassine Ouaich, Ward Kerremans, Ahlaam Teghadouini",,"45 min
",Arabic,1 nomination,"Jan 25, 2023",What’s New on Netflix
81205652,Who's a Good Boy? (2022),,,https://www.netflix.com/title/81205652,Netflix Original,,,,,"Chema has a mission: to date Claudia, the attractive new girl at his school, and lose his virginity. Can he fulfill his dream before graduating?","Teen, Comedy","Sebastian Dante, Yankel Stevan, Grettell Valdez",Ihtzi Hurtado,"95 mins / 1h 35m
",Spanish,,"Jan 25, 2023",What’s New on Netflix
81207588,Metal Lords (2022),,7.3/10,https://www.netflix.com/title/81207588,Recommended,,,,,"For teenage misfits Hunter and Kevin, the path to glory is clear: Devote themselves to metal. Win Battle of the Bands. And be worshipped like gods.","Comedy, Drama, Music","Joe Manganiello, Jaeden Martell, Brett Gelman",Peter Sollett,"97 min / 1h 37m
",English,,"Jan 25, 2023",What’s New on Netflix
81208067,Swap Shop (Season 2),,"6.6/10
",https://www.netflix.com/title/81208067,Netflix Original,,,,,"When the ""Swap Shop"" radio show shares the scoop on sweet deals, collectors of cars, comics, creepy clown statues and more listen with ears wide open.",Reality-TV,Fiddling Leona,,"33 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81208166,Queer Eye Germany (Season 1),,,https://www.netflix.com/title/81208166,Netflix Original,,,,,"Five experts in lifestyle, fashion, beauty, health and design -- known as the Fab Five -- dazzle a nation and transform lives in this makeover series.",Reality-TV,"Leni Bolt, Ayan Yuruk, Aljosha Muttardi",,"50 mins
",German,,"Jan 25, 2023",What’s New on Netflix
81208524,Kid-E-Cats (Season 2),,"7.1/10
",https://www.netflix.com/title/81208524,,,,,,"Cookie, Pudding and Candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning.","Animation, Adventure, Comedy","Alyson Leigh Rosenfeld, Kate Bristol, Teale Bishopric",,"5 min
",Russian,,"Jan 25, 2023",What’s New on Netflix
81210705,Dobaaraa (2022),,"2.8/10
",https://www.netflix.com/title/81210705,,,,,,A nurse's life is eerily unhinged when she starts communicating through a bizarre channel with a boy who died over two decades ago.,"Drama, Fantasy, Mystery","Taapsee Pannu, Pavail Gulati, Himanshi Choudhary",Anurag Kashyap,"132 min / 2h 12m
",Hindi,1 win,"Jan 25, 2023",What’s New on Netflix
81210762,Young Royals (Season 2),,"8.3/10
",https://www.netflix.com/title/81210762,Netflix Original,,,,,"Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.","Drama, Romance","Edvin Ryding, Omar Rudberg, Malte Gårdinger",,"44 mins
",Swedish,5 wins & 4 nominations,"Jan 25, 2023",What’s New on Netflix
81211003,Ancient Apocalypse (Season 1),,"9.1/10
",https://www.netflix.com/title/81211003,Netflix Original Documentary,,,,,"Journalist Graham Hancock travels the globe hunting for evidence of mysterious, lost civilizations dating back to the last Ice Age.",Documentary,"Graham Hancock
",,,English,,"Jan 25, 2023",What’s New on Netflix
81211710,Welcome to Eden (Season 1),,"7.9/10
",https://www.netflix.com/title/81211710,Netflix Original,,,,,"A group of young adults attend a party on a remote island, but the tempting paradise they find waiting for them holds dangerous secrets and entrapments.","Action, Thriller","Amaia Aberasturi, Tomy Aguilera, Diego Garisa, Berta Castañé, Albert Baró, Lola Rodríguez",,"42 mins
",Spanish,,"Jan 25, 2023",What’s New on Netflix
81211965,Si saben como me pongo 2 (2021),,,https://www.netflix.com/title/81211965,,,,,,"The El Encanto resort once again hosts a retreat for four couples -- including a liar, a sex addict and a thief -- seeking to fix their relationships.",Comedy,"Ricardo Quevedo, Liss Pereira, Iván Marín, Fabiola Posada, Nelson Polanía, Xilena Aycardi",Fernando Ayllón,"85 mins / 1h 25m
",Spanish,,"Jan 25, 2023",What’s New on Netflix
81212136,Midnight at the Pera Palace (Season 1),,"8.2/10
",https://www.netflix.com/title/81212136,Netflix Original,,,,,"At a historic Istanbul hotel, a journalist is thrust into the past and must stop a plot that could change the fate of modern Turkey.",Drama,"Hazal Kaya, Selahattin Pasali, James Chalmers",,"47 mins
",Turkish,,"Jan 25, 2023",What’s New on Netflix
81212487,Girl in the Picture (2022),,,https://www.netflix.com/title/81212487,Recommended,,,,,"In this documentary, a woman found dying by a road leaves behind a son, a man claiming to be her husband -- and a mystery that unfolds like a nightmare.","True-crime, Documentary",,Skye Borgman,"102 mins / 1h 42m
",English,,"Jan 25, 2023",What’s New on Netflix
81213109,The Anthrax Attacks (2022),,,https://www.netflix.com/title/81213109,Recommended,,,,,"Days after 9/11, letters containing fatal anthrax spores spark panic and tragedy in the US. This documentary follows the subsequent FBI investigation.","Documentary, Crime",Clark Gregg,Dan Krauss,"94 min / 1h 34m
",English,,"Jan 25, 2023",What’s New on Netflix
81213653,First Kill (Season 1),,"6.3/10
",https://www.netflix.com/title/81213653,Netflix Original,,,,,"Falling in love is tricky for teens Juliette and Calliope: One's a vampire, the other's a vampire hunter -- and both are ready to make their first kill.","Drama, Horror, Mystery","Jonas Dylan Allen, Elizabeth Mitchell, Sarah Catherine Hook",,"48 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81213803,The 7 Lives of Lea (Season 1),,"7.0/10
",https://www.netflix.com/title/81213803,Netflix Original,,,,,"After finding a young man's remains, Lea wakes up in the 90s and body swaps seven times as she tries to solve the mystery of his death -- and prevent it.","Crime, Drama, Fantasy","Raika Hazanavicius, Khalil Gharbia, Marguerite Thiam Donnadieu, Théo Fernandez, Maïra Schmitt, Rebecca Williams",,"42 mins
",French,,"Jan 25, 2023",What’s New on Netflix
81215172,The Perfect Family (2021),,"6.1/10
",https://www.netflix.com/title/81215172,Netflix Original,,,,,"At first, Lucia is taken aback by her son's girlfriend's eclectic family, but little does she know the impact they'll have on her prim and proper life.",Comedy,"Belén Rueda, Jose Coronado, Gonzalo de Castro",Arantxa Echevarría,"110 min / 1h 50m
",Spanish,1 win,"Jan 25, 2023",What’s New on Netflix
81215184,"Mirror, Mirror (2022)",,"6.3/10
",https://www.netflix.com/title/81215184,Netflix Original,,,,,"Employees at a cosmetics firm grapple with their respective desires by arguing with themselves in the mirror, ahead of their company's anniversary party.",Comedy,"Malena Alterio, Santi Millán, Natalia de Molina",Marc Crehuet,"79 min / 1h 19m
",Spanish,,"Jan 25, 2023",What’s New on Netflix
81216491,The Mystery of Marilyn Monroe: The Unheard Tapes (2022),,"7.2/10
",https://www.netflix.com/title/81216491,Recommended,,,,,This documentary explores the mystery surrounding the death of movie icon Marilyn Monroe through previously unheard interviews with her inner circle.,Documentary,,Emma Cooper,"101 mins / 1h 41m
",English,,"Jan 25, 2023",What’s New on Netflix
81216677,Kleo (Season 1),,"7.8/10
",https://www.netflix.com/title/81216677,Recommended,,,,,"After the fall of the Berlin Wall, a former East German spy resolves to find out who betrayed her and why -- and use her lethal skills to exact revenge.","Action, Crime, Drama","Jella Haase, Julius Feldmeier, Dimitrij Schaad",,"54 mins
",German,,"Jan 25, 2023",What’s New on Netflix
81217344,Umma (2022),,4.6/10,https://www.netflix.com/title/81217344,,,,,,"Living a quiet life on a farm with her daughter, a woman must confront her past when the remains of her estranged mother arrive from Korea.","Drama, Horror, Mystery","Sandra Oh, Fivel Stewart, Dermot Mulroney",Iris K. Shim,"83 min / 1h 23m
",English,,"Jan 25, 2023",What’s New on Netflix
81217751,Old People (2022),,"6.4/10
",https://www.netflix.com/title/81217751,Netflix Original,,,,,A woman who's returned home with her two kids to attend her sister's wedding must suddenly defend their lives against older people on a killing spree.,Horror,"Louie Betton, Paul Faßnacht, Melika Foroutan",Andy Fetscher,"90 min / 1h 30m
",German,,"Jan 25, 2023",What’s New on Netflix
81218432,Snoop Dogg's F*cn Around Comedy Special (2022),,,https://www.netflix.com/title/81218432,Netflix Original,,,,,Snoop Dogg hosts a night of music and stand-up as he welcomes his friends -- including legendary comedians Katt Williams and Mike Epps -- to the stage.,"Stand-up, Comedy","Snoop Dogg, DJ Pooh, Katt Williams, DeRay Davis, Melanie Comarcho, Guy Torry",Ryan Polito,"67 mins / 1h 7m
",English,,"Jan 25, 2023",What’s New on Netflix
81218438,Bake Squad (Season 2),,"6.9/10
",https://www.netflix.com/title/81218438,Netflix Original,,,,,Expert bakers elevate desserts with next-level ideas and epic execution. Now the battle is on to win over clients in need of very special sweets.,"Game-Show, Reality-TV","Christina Tosi, Ashley Holt, Gonzo Jimenez",,"37 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81220825,Slumberland (2022),,"7.0/10
",https://www.netflix.com/title/81220825,,,,,,"Joined by a larger-than-life outlaw, a daring young orphan journeys through a land of dreams to find a precious pearl that will grant her greatest wish.","Adventure, Comedy, Family","Jason Momoa, Kyle Chandler, Chris O'Dowd",Francis Lawrence,"117 min / 1h 57m
",English,,"Jan 25, 2023",What’s New on Netflix
81220971,How To Build a Sex Room (Season 1),,,https://www.netflix.com/title/81220971,Netflix Original Documentary,,,,,"From a secret rock 'n' roll dungeon to a next-level spa, designer Melanie Rose dreams up erotic renovations for couples in this spicy reality series.",Reality-TV,"Melanie Rose
",,,English,,"Jan 25, 2023",What’s New on Netflix
81221179,Two Summers (Season 1),,"7.1/10
",https://www.netflix.com/title/81221179,Netflix Original,,,,,A close circle of friends reunites for a lavish holiday -- decades after one of them was the victim of a sexual assault committed by others in the group.,Thriller,"An Miller, Marieke Anthoni, Tom Vermeir, Lukas Bulteel, Herwig Ilegems, Bjarne Devolder","Tom Lenaerts, Brecht Vanhoenacker","46 mins
",Dutch,,"Jan 25, 2023",What’s New on Netflix
81222715,Man Vs Bee (Season 1),,"8.3/10
",https://www.netflix.com/title/81222715,Recommended,,,,,Bumbling dad Trevor tries to get the best of a cunning bee while house-sitting a posh mansion -- but only unleashes more chaos in this comedy series.,"Short, Comedy, Family","Rowan Atkinson, Daniel Fearn, Chizzy Akudolu",,"20 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81222748,Bill Burr Presents: Friends Who Kill (2022),,,https://www.netflix.com/title/81222748,Netflix Original,,,,,"In a night of killer comedy, Bill Burr hosts a showcase of his most raucous stand-up comic pals as they riff on everything from COVID to Michael Jackson.",Comedy,"Bill Burr, Michelle Wolf, Jimmy Carr, Steph Tolev, Jeff Ross, Dave Attell",Ryan Polito,"83 mins / 1h 23m
",English,,"Jan 25, 2023",What’s New on Netflix
81222923,The Empress (Season 1),,"7.7/10
",https://www.netflix.com/title/81222923,Recommended,,,,,"When rebellious Elisabeth falls for Emperor Franz and becomes his unlikely bride, she enters a world of tension and intrigue at the Viennese court.","Drama, History, Romance","Devrim Lingnau, Philip Froissant, Melika Foroutan, Johannes Nussbaum, Elisa Schlott, Jördis Triebel
",,,German,,"Jan 25, 2023",What’s New on Netflix
81224625,The Rental (2020),,5.7/10,https://www.netflix.com/title/81224625,Recommended,,,,,A dreamy weekend getaway at a gorgeous and remote seaside rental takes a nightmarish turn for two couples when their secrets emerge and fear creeps in.,"Drama, Horror, Mystery","Dan Stevens, Alison Brie, Sheila Vand",Dave Franco,"88 min / 1h 28m
",English,5 nominations,"Jan 25, 2023",What’s New on Netflix
81224668,Iron Chef: Quest for an Iron Legend (Season 1),,,https://www.netflix.com/title/81224668,Netflix Original,,,,,"Iron Chef is back! In this next-level cooking competition, culinary stars compete to enter an epic finale and vie for the title of Iron Legend.","Game-Show, Reality-TV","Alton Brown, Kristen Kish, Mark Dacascos",,"47 mins
",English,,"Jan 25, 2023",What’s New on Netflix
81224775,Trial by Fire (Season 1),,"9.5/10
",https://www.netflix.com/title/81224775,Netflix Original,,,,,"After the deadly Uphaar cinema fire, two grief-stricken parents navigate the loss of their kids and a dogged fight for justice. Based on true events.","Crime, Drama, History","Abhay Deol, Rajshri Deshpande, Ashish Vidyarthi, Shilpa Shukla, Rajesh Tailang, Shardul Bhardwaj","Prashant Nair, Randeep Jha","45 mins
",Hindi,,"Jan 25, 2023",What’s New on Netflix
81225175,Thar (2022),,"6.8/10
",https://www.netflix.com/title/81225175,,,,,,A veteran cop sees the chance to prove himself when murder and a stranger's grisly torture plot shake the walls of a sleepy desert town.,"Crime, Thriller, Western","Anil Kapoor, Harshvarrdhan Kapoor, Fatima Sana Shaikh, Satish Kaushik, Jitendra Joshi, Sanjay Bishnoi",Raj Singh Chaudhary,"108 min / 1h 48m
",Hindi,,"Jan 25, 2023",What’s New on Netflix
81226053,Forged in Fire (Season 8),,"8.3/10
",https://www.netflix.com/title/81226053,,,,,,Bladesmiths vie for a cash prize by forging the best metal weapons from the pages of history in this competition series featuring expert judges.,"Game-Show, Reality-TV","David Lain Baker, Doug Marcaida, Ben Abbott",,"42 min
",English,,"Jan 25, 2023",What’s New on Netflix
81226469,Dangerous Liaisons (2022),,,https://www.netflix.com/title/81226469,Netflix Original,,,,,"Book smart Celene falls for bad boy Tristan at her new Biarritz high school, unaware she's part of a cruel bet he's made with social media queen Vanessa.","Drama, Romance","Alexis Michalik, Julien Lopez, Paola Locatelli",Rachel Suissa,"109 min / 1h 49m
",French,,"Jan 25, 2023",What’s New on Netflix
81227167,Fugitive: The Curious Case of Carlos Ghosn (2022),,"6.0/10
",https://www.netflix.com/title/81227167,Netflix Original Documentary,,,,,"From his rise as a business mogul to his plummet into international notoriety, this true crime documentary examines the bizarre story of Carlos Ghosn.",Documentary,,Lucy Blakstad,"95 min / 1h 35m
",English,,"Jan 25, 2023",What’s New on Netflix
81227177,Nick Kroll: Little Big Boy (2022),,,https://www.netflix.com/title/81227177,Netflix Original,,,,,"Nick Kroll shares his comedian origin story, his first heartbreak, his strange hypnosis experience and the trash-talking celebrity voice in his head.",Comedy,Nick Kroll,Bill Benz,"60 min / 1h 0m
",English,,"Jan 25, 2023",What’s New on Netflix
81227504,Unsuspicious (Season 1),,,https://www.netflix.com/title/81227504,Netflix Original,,,,,"Conned by the same playboy, three women and their families go to his mansion to get answers -- and must stay for an investigation when he's found dead.","Comedy, Mystery, Thriller","Silvero Pereira, Romulo Arantes Neto, Fernanda Paes Leme",,,Portuguese,,"Jan 25, 2023",What’s New on Netflix
81227574,Kung Fu Panda: The Dragon Knight (Season 2),,"5.9/10
",https://www.netflix.com/title/81227574,Netflix Original,,,,,"Legendary warrior Po teams up with an elite English knight on a global quest to rescue magical weapons, restore his reputation -- and save the world!","Animation, Action, Adventure","Jack Black, Mick Wingert, Rita Ora",,"24 mins
",English,,"Jan 25, 2023",What’s New on Netflix
